"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"1107","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 30-06-2021Age Limit: 45Available Capacity: 921Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-05:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1108","Young people:- Your doing the leaving cert your not doing the leaving cert. Pay your college fees college is closed. To young for a vaccine. You cant go anywhere without a vaccine. Socialise outdoors but dont gather in groups. Pay your rent but no summer job! #GovFailsAgain","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, -1.8, 0, 0, 0}",-0.598,0,0.882,0.118,2,0,1,0,"Negative"
"1109","DHEC urges children, college students to get vaccine before school starts ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1110","#Bengaluru reportedly has just around 56,000 #vaccine doses as of Wednesday morning. Many hospitals facing issues. Reason being, the vaccine reportedly being diverted for college students. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1111","A free Covid-19 Vaccination drive was organized at Sahyadri College of Engineering and Management on Tuesday.#sahyadri #college #engineering #mba #vaccinationdrive #covid_19 #vaccine #students #19 # #covid19vaccine ","{0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.117,0.883,0,0,1,0,0,"Positive"
"1112","All College Students To Be Vaccinated In 10 Days: DCM Ashwath Narayan | ... ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1113","MLA Dr. Bharath Shetty inaugurates free Covid-19 Vaccination drive at Sahyadri College of Engineering and Management. #sahyadri #college #engineering #mba #vaccinationdrive #covid_19 #vaccine #students #19 # #covid19vaccine ","{0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.113,0.887,0,0,1,0,0,"Positive"
"1114","E-news clipping of Covid-19 Vaccination drive held at Sahyadri College of Engineering and Management.#sahyadri #college #engineering #mba #vaccinationdrive #covid_19 #vaccine #students #19 # #covid19vaccine ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1115"," When persons can get educational degree without any study in a college, than why not some persons can be given fully vaccinated certificate without having single shot of Corona vaccine.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1116","E-news clipping #sahyadri #college #engineering #mba #vaccinationdrive #covid_19 #vaccine #students #19 # #covid19vaccine ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1117","Parents spend a LOT of time and money making sure their kids study hard to get into a great college or get that athletic scholarship... Imagine losing it all because they didnt wear a mask or get a vaccine. That will be the reality for 1 in 12 kids. #GetVaccinated ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, -0.4, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.113,0.816,0.071,0,0.614130434782609,0.385869565217391,0,"Positive"
"1118","     This is pn college ","{0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1119"," Itll mean more ppl will be queuing up for their vaccine.  A girl we know who is 24 is driving 200+ miles to get her vaccine in a surgery she was registered in ...in college.  Fair play to her. Get vaccines into as many arms as possible ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.572,0.093,0.907,0,0,1,0,0,"Positive"
"1120","Another young girl dead: 19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of #Covid Vaccine, June 15, 2021  They had to give her a heart transplant; she still didnt make it.","{0, 0, 0, -3.3, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.791,0,0.825,0.175,0,0,1,0,"Negative"
"1121"," Plenty shots for 45+ share some percentage to 18+ how stupid management if 18+ dont get vaccine how college will start how education will move purchase from private hospital in durgapur asansol give it to us  u should also join hand why  alone ","{0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 2.2, 0, -1}",0.296,0.146,0.75,0.104,0,0.584,0.416,0,"Positive"
"1122","MLA Dr. Bharath Shetty inaugurates free Covid-19 Vaccination drive at Sahyadri College.","{0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0}",0.511,0.231,0.769,0,0,1,0,0,"Positive"
"1123","Wilmington student wins $125,000 for college in NC vaccine lottery, Winston-Salem teacher wins first $1 million  ","{0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0}",0.813,0.346,0.654,0,0,1,0,0,"Positive"
"1124","Thaddeus Stevens College of Technology lifts COVID-19 vaccine requirement ","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1125","MLA Dr. Bharath Shetty inaugurates Free Covid-19 Vaccination drive at Sahyadri College ","{0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0}",0.511,0.231,0.769,0,0,1,0,0,"Positive"
"1126"," Royal Australian College of General Practitioners president Karen Price said the seriousness of Australias current outbreak meant the decision was appropriate.Dr Price said she would have no hesitation in giving the AstraZeneca vaccine to people under 40. AFR today","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.814, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.461,0.099,0.872,0.028,0,0.779527559055118,0.220472440944882,0,"Positive"
"1127","246 students, staff of MMK &amp; SDM Womens College take vaccine ","{0, 0, 0, 0, 1.333, 0, 0, 0, 0, 0, 0}",0.325,0.189,0.811,0,0,1,0,0,"Positive"
"1128","North Central College will not require students, faculty or staff to be vaccinated for COVID-19 before the fall semester begins in August","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1129","my lecturer ended her class early today cause she got a call from the hospital saying that there was an opening for the vaccine.she was going to give it up but all my classmates and I were like ms you don\t know when you can get it next....go! and the college approved!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7}",0.819,0.131,0.869,0,1,1,0,0,"Positive"
"1130","  What about the young men college age who are having heart problems due to vaccine?  Yet they are forced to get it. Get a grip","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0}",-0.691,0,0.808,0.192,0,0,1,0,"Negative"
"1131","   A vaccine didnt lose our chance to play in the College World Series, the NCAA did. Its obvious we would have won and it breaks me heart!","{0, 0, 0, 0, 1.258, 0, -0.74, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0}",0.785,0.252,0.698,0.051,0,0.831683168316832,0.168316831683168,0,"Positive"
"1132","   From the ABC: The head of the Royal Australian College of General Practitioners says she believes most doctors will follow expert medical advice and not give the AstraZeneca vaccine to people under 60.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1133","i thought i was done reading scientific reports after college but here I am reading about vaccine efficacy trials for fun....","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45}",0.665,0.182,0.818,0,1,1,0,0,"Positive"
"1134","   The RACGP is the professional college representing GPs. It doesnt give advice.ATAGI is the relevant expert body. Its position remains that the preferable vaccine for under 60s is Pfizer.This is based on complex risk/benefit analysis, not your single assertion.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1135","TBH my experience with this  requiring college kids to have a vaccine to be on campus  its a headline and nothing more. My classmates were among the hungriest people in my network for a vaccine and went as far as creating a registry to help people make risk tolerance choices. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 1.7, 0, 0, -1.1, 1.2, 0}",0.612,0.129,0.833,0.038,0,0.772455089820359,0.227544910179641,0,"Positive"
"1136","All that a vaccine mandate would do is instill a general sense of safety. But is that enough to justify keeping students out of college? In this weeks Future View, students weigh the pros and cons of their colleges vaccine rules. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.045,0.955,0,1,1,0,0,"Positive"
"1137","  do not force college or school aged students to get an experimental vaccine!!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1138","     Change schools, educate yourself.  Did you actually analyze the study for yourself?  Or do you read headlines?  Funny you ignored double blind controlled vaccine studies but believed an observational study.  Biased much?One semester in college!  Wow!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, -0.65, 0, -0.85, 0, 0, 0, 0, 0, 0, 0, 0, -1.65, 0, 0, 0, 0, 4.2}",0.628,0.178,0.689,0.132,1,0.574193548387097,0.425806451612903,0,"Positive"
"1139","  WHY IS THIS DANGEROUS VACCINE MANDATORY FOR COLLEGE STUDENTS IN NY?!?!This is aDangerous experiment!!","{0, 0, 0, 0, -2.833, 0, 1.033, 0, 0, 0, 0, 0, 0, 0, 0}",-0.652,0.1,0.637,0.263,0,0.275482093663912,0.724517906336088,0,"Negative"
"1140","The Fiji College of General Practitioners says it will be investigating the case involving a Lautoka-based GP who it claims is purporting falsehood against the COVID vaccine in a video being circulated on social media. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1141","Lawfare begins in California","{0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1142"," Good ole Fuhrer DeSantis!*Pocketed every dime that was to aid renters &amp; stop evictions.*Continues mass genocide for political gain &amp; profit.*Made running down lawful protesters with vehicles legal.*Wants a list of college students votes.*Limits vaccine availability. ","{0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.541,0.151,0.755,0.094,0,0.616326530612245,0.383673469387755,0,"Positive"
"1143","Vaccine appointments are available atNYC Vaccine Hub - Lehman College - The Apex Center (Pfizer)250 Bedford Park Blvd West, Bronx, NY, 10468(877) 829-4692","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1144","Christian Brothers University (CBU) in Memphis announced on Monday that students or employees who choose not to receive the coronavirus vaccine will not be allowed on campus. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1145","  I have a degree and I took a college course on pandemics. Its common knowledge that the polio vaccine eradicated polio. What the hell are you even on about","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.6, 0, 0, 0, 0, 0}",-0.681,0,0.863,0.137,0,0,1,0,"Negative"
"1146","Our hardworking staff and volunteers continue to support the  in #Vaccine registrations throughout Viti Levu. Lets fight this virus together to achieve a #COVIDFREEFIJI Pictures are from Bhawani Dayal Arya College, Nakasi. #GetVaccinated ","{0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.026,0.074,0.854,0.072,0,0.506849315068493,0.493150684931507,0,"Positive"
"1147","Is your child attending one of these colleges? A COVID-19 vaccine is required!Columbia College ChicagoDePaul UniversityDominican UniversityElmhurst UniversityKnox CollegeLake Forest CollegeLewis UniversityLoyola University ChicagoMORE TOMORROW! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1148","Vaccine appointments are available atNYC Vaccine Hub - Queensborough Community College - Robert F. Kennedy Hall (Pfizer)221-05 56th Avenue, Queens, NY, 11364(877) 829-4692","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1149","Get your freaking vaccine. JFC. Our healthcare workers are tired. Our communities cant handle more outbreaks, theyre only going to be worse with no masks. This is infuriating. Getting ready to send son to college in SE KS with tons of SW MO kids. Not cool. ","{0, 0, -1.8, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, -1.2, 0, 0, 0, -2.4, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.962}",-0.916,0.043,0.674,0.283,0,0.131901840490798,0.868098159509202,0,"Negative"
"1150","People who make fun of citizens that took the Moderna vaccine (i know, some people are still teenagers after college, shocking) are spitting in Dolly Partons face. I dont make the rules.","{0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.153,0.092,0.833,0.075,0,0.550898203592814,0.449101796407186,0,"Positive"
"1151","Thinking on when the vaccines are going to roll out for students because Ill be heading back to college in September..","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0}",-0.421,0,0.877,0.123,0,0,1,0,"Negative"
"1152","  Gee, when I went to college, I had to prove I had a smallpox vaccination. When I wanted to meet my new great nephew, I had to have a tdap booster. Vaccines help, not hurt but because you support the selfish,  you dont support this vaccine. #FlipTheFirst.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0.888, 0, 0, 0, 2.55, 0, -3.15, 0, 0, -1.887, 0, 0, 0}",0.203,0.167,0.713,0.12,1,0.581881533101045,0.418118466898955,0,"Positive"
"1153"," I have completed  vaccination. Also book 120 + slot for friends, college &amp; neighbour. Also teach them to book slot for other person book who doesnt know how to book slot. Also aware more people to understand vaccine is safe for all of us.  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0}",0.718,0.122,0.878,0,0,1,0,0,"Positive"
"1154","The Royal Australian College of General Practitioners was left scrambling by Morrisons late night announcementThe AMA &amp; Qld would only reaffirm ATAGIs advice &amp; WA &amp; Vic similarly said that opening up eligibility 4 AZ was not a national cabinet decision","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1155","UCI Medical Ethics director: risks of Covid vaccination outweigh potential benefits of the vaccine for college age students,Dr. AaronKheriaty ","{0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0}",0.128,0.12,0.783,0.097,0,0.552995391705069,0.447004608294931,0,"Positive"
"1156","  Why do the vaccine manufacturers accept zero liability in the case of side effects? Why do you continue to manipulate people into taking this experimental vaccines? I thought medical trials were only for broke college students.","{0, 0, 0, 0, 0, 0, 1.6, 0, -0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0}",-0.331,0.063,0.818,0.119,0,0.346153846153846,0.653846153846154,0,"Negative"
"1157","  Dr  Chief Medical officer for the   Toronto  Mayor  Premier of Ontario  College of Physicians &amp; Surgeons of Ontario   WE DON\T NEED A VACCINE The Good Doctors   ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0}",0.44,0.1,0.9,0,0,1,0,0,"Positive"
"1158","       Immune responses themselves are not contagious. Do you see people getting massive outbreaks of meningitis every year at college? The meningococcal vaccine is required for colleges, so if the immune response to that was contagious, then wed see a lot more meningitis","{0, 1.2, 0, 0, 0, 0, 1.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4637, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0}",0.511,0.139,0.811,0.05,0,0.735449735449735,0.264550264550265,0,"Positive"
"1159"," And is that information easily harvestable to identify the most suitable vaccination centre based on where they live, underlying conditions, of they have a vaccine already, pps no. in terms college lists and can they actually forward them without consent?","{0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.666}",-0.119,0.054,0.858,0.087,0,0.382978723404255,0.617021276595745,0,"Negative"
"1160"," yall do know that most, if not all, schools require certain vaccinations in order for students to attend, right? this isnt a new concept, its just a new vaccine thats required. i wouldnt feel safe on my college campus knowing that people could be transmitting a deadly virus","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.079,0.041,0.913,0.047,0,0.465909090909091,0.534090909090909,0,"Negative"
"1161","Thaddeus Stevens College of Technology in Lancaster has reversed its decision to require students to get the COVID-19 vaccine for the fall semester","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"1162","  They have not changed their medical advice nor has our AMA or Royal College of Physicians. Its substandard on all markers due to the type of vaccine creation pathway used to create it, same as J&amp;J, of which Pfizer and Moderna went the other route to create theirs.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0}",0.649,0.12,0.88,0,0,1,0,0,"Positive"
"1163","Important article for our narcissist California state leadership to read. I know you think otherwise but people who have RECOVERED from COVID have antibodies - IDIOTS","{0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.103,0.053,0.947,0,1,1,0,0,"Positive"
"1164","Reminder that a COVID-19 Vaccination Clinic will be held at the Great Falls College campus TOMORROW JUNE 30! All 3 vaccine types will be available - Pfizer for age 12+ (with parent consent), or your choice of the three for ages 18+. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.742,0.136,0.864,0,0,1,0,0,"Positive"
"1165","  I didnt get fever, I was also infected most probably but couldnt get tested in the peak. Got vaccine mainly for the certificate, as it is required to go back to college. Natural Immunity last for about 4-6 months so you are mostly safe...","{0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85}",0.718,0.139,0.82,0.041,1,0.772222222222222,0.227777777777778,0,"Positive"
"1166","College Students Suing Over State Universities Vaccine Mandates.Government and businesses ignoring students/employees with antibodies who had COVID and recovered.The elephant in the room is herd immunity and those who have antibodies.  ","{0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.586,0,0.858,0.142,0,0,1,0,"Negative"
"1167","College Students Suing Over State Universities Vaccine Mandates - ","{0, 0, -1.1, 0, 0, 0, 0, 0, 0}",-0.273,0,0.792,0.208,0,0,1,0,"Negative"
"1168","Free college sound good to you? For anyone 12-17 years old, get the vaccine, then take your shot at one of nine (yes, 9) $100,000 scholarships. Visit ","{2.3, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0}",0.836,0.271,0.729,0,0,1,0,0,"Positive"
"1169","FREE COVID Vaccine Clinic  on Wednesday, July 7th from 10 am to 1:30 pm. All students, employees and community 18 + welcome.Register today! #covid_19 #vaccine #health #student #community ","{3.033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.651,0.138,0.862,0,0,1,0,0,"Positive"
"1170"," Yep. They are also forcing everyone in college to take the vaccine if they want to come back to school. Meanwhile only 50% of CDC employees have been vaccinated. That should be a red flag to everyone. If the CDC isnt fully vaccinated why do I neee to be? Complete bullshit.","{0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.8}",-0.318,0.062,0.87,0.067,0,0.48062015503876,0.51937984496124,0,"Negative"
"1171","We remain committed to the #COVIDCollegeChallenge, and you can too! Those who submit the reporting form with documentation of their COVID-19 vaccination by Sunday, July 4 will be entered to win a new prize drawing  ","{0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 2.3, 0}",0.859,0.229,0.771,0,0,1,0,0,"Positive"
"1172","Ms. Doshi has been vaccinated against the coronavirus, she received two doses of Covaxin...Columbia has told her she will need to be revaccinated with a different vaccine once she arrives on campus, but no one can say for sure if it is safe to do so.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 1.95, 0, 0, 0, 2.85, 0, 0, 0}",0.612,0.129,0.817,0.053,1,0.708791208791209,0.291208791208791,0,"Positive"
"1173","    Men get HPV shots to protect women. In fact, I was required to get it to go to college, because even though HPV is largely harmless to men, it causes cervical cancer in women. Thats a vaccine we get to protect other people, and few question it.","{0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -3.4, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0}",0.202,0.129,0.791,0.079,0,0.620192307692308,0.379807692307692,0,"Positive"
"1174","   So you offer a free college course as a prize for getting the vaccine? That seems to cost a lot more expensive than a $20 game ticket and a $1 piece of plastic.","{0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.765,0.171,0.829,0,0,1,0,0,"Positive"
"1175","Research from the ZOE Covid symptom study app, a not-for-profit initiative led by Kings College London, suggests sneezing may be a more common sign of infection for those with both vaccine doses.  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
